Id,Time[ns],mbi5264: row1,mbi5264: row2
57059,842079610.00,01,129E
57060,842088830.00,01,139E
57061,842098050.00,01,129E
57062,842107260.00,01,129F
57063,842116480.00,01,129E
57064,842125690.00,01,129E
57065,842128410.00,00,F129
57066,842134910.00,01,129E
57067,842144130.00,01,129E
57068,842153340.00,01,129E
57069,842156300.00,00,129E
57070,842162560.00,01,129E
57071,842171780.00,01,129E
57072,842180990.00,01,129E
57073,842190210.00,01,129E
57074,842199430.00,01,129E
57075,842208640.00,01,139E
57076,842217860.00,01,129E
57077,842227050.00,01,253C
57078,842236270.00,01,129E
57079,842245480.00,01,129E
57080,842254700.00,01,129E
57081,842263910.00,01,253C
57082,842273130.00,01,129E
57083,842282350.00,01,253C
57084,842283790.00,00,02
57085,842291560.00,01,129E
57086,842300780.00,01,129E
57087,842310000.00,01,253C
57088,842319210.00,01,129E
57089,842328430.00,01,1A9E
57090,842337650.00,01,253C
57091,842346860.00,01,129E
57092,842356080.00,01,253C
57093,842365290.00,01,129E
57094,842374540.00,01,129E
57095,842383760.00,01,129E
57096,842392970.00,01,129E
57097,842402190.00,01,129E
57098,842411410.00,01,253C
57099,842420630.00,01,253C
57100,842423330.00,01,E129
57101,842429840.00,01,129E
57102,842439060.00,01,129E
57103,842439260.00,00,53C0
57104,842448270.00,01,129E
57105,842457490.00,01,129E
57106,842466710.00,01,253C
57107,842475920.00,01,529E
57108,842485140.00,01,129E
57109,842494350.00,01,129E
57110,842503570.00,01,129E
57111,842512790.00,01,253C
57112,842521980.00,01,129E
57113,842531200.00,01,12BE
57114,842540410.00,01,129E
57115,842549630.00,01,129F
57116,842558850.00,01,129E
57117,842568060.00,01,129E
57118,842577280.00,01,129E
57119,842586490.00,01,129E
57120,842595710.00,01,129E
57121,842604930.00,01,129E
57122,842614150.00,01,129E
57123,842623360.00,01,129E
57124,842632580.00,01,129E
57125,842641790.00,01,129E
57126,842651010.00,01,4C9F
57127,842660230.00,01,129E
57128,842669470.00,01,129E
57129,842678690.00,01,129E
57130,842687910.00,01,129E
57131,842697120.00,01,129E
57132,842706340.00,01,129F
57133,842715560.00,01,129E
57134,842724770.00,01,129E
57135,842733990.00,01,129E
57136,842743210.00,01,129E
57137,842752420.00,01,129E
57138,842761640.00,01,129E
57139,842766050.00,00,784A
57140,842770850.00,01,529E
57141,842774020.00,00,29E1
57142,842780070.00,01,129F
57143,842789290.00,01,129E
57144,842798500.00,01,129E
57145,842807720.00,01,129E
57146,842816910.00,01,129E
57147,842826130.00,01,94FC
57148,842835340.00,01,129E
57149,842844560.00,01,129E
57150,842853780.00,02,253C
57151,842862990.00,01,129E
57152,842872210.00,01,253C
57153,842881430.00,01,129E
57154,842890640.00,01,129E
57155,842899860.00,01,253C
57156,842909070.00,01,129E
57157,842918290.00,01,253C
57158,842921520.00,00,53C2
57159,842927510.00,01,253C
57160,842936720.00,01,129E
57161,842945430.00,00,4F09
57162,842945940.00,01,129E
57163,842955150.00,01,129E
57164,842964400.00,01,129E
57165,842973620.00,01,129E
57166,842982840.00,01,253C
57167,842985270.00,00,4F09
57168,842992050.00,01,129E
57169,843001270.00,01,129E
57170,843010490.00,01,253C
57171,843019700.00,01,129E
57172,843028920.00,01,253C
57173,843038130.00,01,129E
57174,843041040.00,00,94F
57175,843047350.00,01,129E
57176,843056570.00,01,253C
57177,843065780.00,01,129E
57178,843069020.00,00,53C2
57179,843075000.00,01,129E
57180,843084220.00,01,253C
57181,843092930.00,00,4F09
57182,843093430.00,01,129E
57183,843102650.00,01,253C
57184,843111840.00,01,129F
57185,843121060.00,01,129E
57186,843130270.00,01,129E
57187,843139490.00,01,129E
57188,843148710.00,01,129E
57189,843157920.00,01,129E
57190,843167140.00,01,129E
57191,843176360.00,01,129E
57192,843185570.00,01,129E
57193,843194790.00,01,129E
57194,843204010.00,01,129E
57195,843213220.00,01,129E
57196,843220420.00,00,F129
57197,843222440.00,01,129E
57198,843231650.00,01,129E
57199,843240870.00,01,129E
57200,843248310.00,00,129E
57201,843250090.00,01,129E
57202,843259280.00,01,129E
57203,843268490.00,01,129E
57204,843277710.00,01,129E
57205,843286930.00,01,253C
57206,843296140.00,01,129E
57207,843305360.00,01,129E
57208,843308070.00,00,E129
57209,843314580.00,01,253C
57210,843323790.00,01,129E
57211,843333010.00,01,253C
57212,843342230.00,01,253C
57213,843351440.00,01,129E
57214,843360660.00,01,353C
57215,843369870.00,01,129E
57216,843375890.00,00,4F09
57217,843379090.00,01,253C
57218,843388310.00,01,253C
57219,843397520.00,01,129E
57220,843406770.00,01,129E
57221,843415990.00,01,129E
57222,843423700.00,00,53C2
57223,843425210.00,01,253C
57224,843434420.00,01,129E
57225,843443630.00,01,129E
57226,843452850.00,01,129E
57227,843462070.00,01,253C
57228,843471290.00,01,253C
57229,843480500.00,01,129E
57230,843489720.00,01,129E
57231,843498930.00,01,129E
57232,843508150.00,01,129E
57233,843517370.00,01,253C
57234,843526590.00,01,253C
57235,843535800.00,01,4E9E
57236,843539240.00,00,3C25
57237,843545020.00,01,253C
57238,843554210.00,01,129E
57239,843559160.00,00,29E1
57240,843563430.00,01,12DE
57241,843572640.00,01,129E
57242,843581860.00,01,129E
57243,843591070.00,01,129E
57244,843600290.00,01,129E
57245,843609510.00,01,129E
57246,843611040.00,01,09
57247,843618730.00,01,129E
57248,843627940.00,01,129E
57249,843637160.00,01,129E
57250,843646370.00,01,129E
57251,843650880.00,00,E129
57252,843655590.00,01,329E
57253,843664810.00,01,129E
57254,843666820.00,00,129F
57255,843674020.00,01,129F
57256,843683240.00,01,139E
57257,843692450.00,01,129E
57258,843701700.00,01,129E
57259,843706660.00,00,29E1
57260,843710920.00,01,4E7E
57261,843720130.00,01,129E
57262,843729350.00,01,129E
57263,843738570.00,01,129F
57264,843747790.00,01,129E
57265,843757000.00,01,129E
57266,843766220.00,01,129E
57267,843775430.00,01,129E
57268,843784650.00,01,129F
57269,843793870.00,01,129E
57270,843803080.00,01,129E
57271,843812300.00,01,129E
57272,843821510.00,01,129E
57273,843830730.00,01,139E
57274,843834240.00,00,784A
57275,843839950.00,01,129E
57276,843849140.00,01,129E
57277,843854160.00,00,53C2
57278,843858350.00,01,4A1E
57279,843867570.00,01,129E
57280,843876790.00,01,253C
57281,843886010.00,01,253C
57282,843895220.00,01,129E
57283,843904440.00,01,253C
57284,843913650.00,01,129E
57285,843922870.00,01,253C
57286,843932090.00,01,253C
57287,843941300.00,01,129E
57288,843950520.00,01,129E
57289,843959730.00,01,129E
57290,843968950.00,01,129E
57291,843978170.00,01,973C
57292,843987390.00,01,253C
57293,843996630.00,01,129E
57294,844005850.00,01,253C
57295,844015070.00,01,253C
57296,844024280.00,01,129E
57297,844033500.00,01,253C
57298,844042710.00,01,129E
57299,844051930.00,01,129E
57300,844053370.00,00,02
57301,844061150.00,01,129E
57302,844070360.00,01,129E
57303,844079580.00,01,129E
57304,844088790.00,01,129E
57305,844098010.00,01,129E
57306,844107230.00,01,253C
57307,844116450.00,01,253C
57308,844125660.00,01,121E
57309,844134880.00,01,253C
57310,844137120.00,00,29F1
57311,844144070.00,01,129E
57312,844153060.00,00,F129
57313,844153290.00,01,129E
57314,844162500.00,01,129E
57315,844171720.00,01,129E
57316,844180940.00,01,129E
57317,844190150.00,01,129E
57318,844199370.00,01,129E
57319,844208590.00,01,129E
57320,844217800.00,01,129E
57321,844227020.00,01,129E
57322,844236230.00,01,129E
57323,844245450.00,01,339F
57324,844254670.00,01,129E
57325,844263880.00,01,129E
57326,844273100.00,01,129E
57327,844282310.00,01,129E
57328,844291510.00,01,253C
57329,844300720.00,01,129E
57330,844308440.00,00,53C2
57331,844309940.00,01,129E
57332,844319160.00,01,253C
57333,844328370.00,01,129E
57334,844337590.00,01,253C
57335,844346810.00,01,253C
57336,844356020.00,01,129E
57337,844356340.00,00,53C0
57338,844365240.00,01,D73C
57339,844374450.00,01,129E
57340,844376260.00,01,129
57341,844383670.00,01,129E
57342,844392890.00,01,253C
57343,844402100.00,01,129E
57344,844411320.00,01,129E
57345,844420530.00,01,129E
57346,844429750.00,01,129E
57347,844432040.00,01,29E1
57348,844439000.00,01,129E
57349,844448220.00,01,253C
57350,844457430.00,01,129E
57351,844466650.00,01,253C
57352,844471880.00,00,3C25
57353,844475870.00,01,129E
57354,844485080.00,01,129E
57355,844494300.00,01,253C
57356,844503510.00,01,253C
57357,844507740.00,00,4F09
57358,844512730.00,01,129E
57359,844521950.00,01,253C
57360,844531160.00,01,129E
57361,844540380.00,01,129E
57362,844549600.00,01,253C
57363,844558810.00,01,129E
57364,844568030.00,01,129E
57365,844577250.00,01,253C
57366,851854020.00,02,00
57367,851855230.00,0E,00
57368,851863770.00,1C,A797
57369,851882450.00,01,129F
57370,851891670.00,01,129E
57371,851900880.00,01,929E
57372,851910100.00,01,129E
57373,851919310.00,01,129E
57374,851928530.00,01,169E
57375,851937750.00,01,129E
57376,851946970.00,01,129E
57377,851956180.00,01,12DE
57378,851959790.00,00,E129
57379,851965400.00,01,129E
57380,851974610.00,01,129E
57381,851983830.00,01,129E
57382,851993050.00,01,129E
57383,852002260.00,01,129F
57384,852011480.00,01,129E
57385,852020690.00,01,129E
57386,852029940.00,01,129E
57387,852039160.00,01,129E
57388,852048380.00,01,129E
57389,852057590.00,01,129E
57390,852066810.00,01,129E
57391,852076030.00,01,129E
57392,852085240.00,01,129E
57393,852094460.00,01,129E
57394,852103670.00,01,129E
57395,852112890.00,01,129F
57396,852122110.00,01,129E
57397,852131320.00,01,129F
57398,852140540.00,01,129E
57399,852149750.00,01,129E
57400,852151120.00,00,01
57401,852158970.00,01,129E
57402,852167060.00,00,E129
57403,852168190.00,01,129E
57404,852177380.00,01,129E
57405,852186590.00,01,129E
57406,852195810.00,01,129E
57407,852205030.00,01,253C
57408,852214250.00,01,253C
57409,852223460.00,01,129E
57410,852232680.00,01,253C
57411,852241890.00,01,129E
57412,852251110.00,01,253C
57413,852260330.00,01,253C
57414,852269540.00,01,129E
57415,852278760.00,01,253C
57416,852287980.00,01,253C
57417,852297190.00,01,129E
57418,852306410.00,01,253C
57419,852315630.00,01,253C
57420,852324870.00,01,129E
57421,852326420.00,00,09
57422,852334090.00,01,253C
57423,852343310.00,01,353C
57424,852350330.00,00,3C25
57425,852352520.00,01,129E
57426,852361740.00,01,129E
57427,852370950.00,01,129E
57428,852380170.00,01,129E
57429,852386190.00,00,4F09
57430,852389390.00,01,253C
57431,852398610.00,01,253C
57432,852402210.00,00,E129
57433,852407820.00,01,129E
57434,852417040.00,01,253C
57435,852426250.00,01,94FC
57436,852435470.00,01,253C
57437,852444690.00,01,253C
57438,852453900.00,01,94FC
57439,852463120.00,01,253C
57440,852472310.00,01,129E
57441,852477910.00,00,129F
57442,852481530.00,01,129E
57443,852489860.00,00,129E
57444,852490740.00,01,129E
57445,852499960.00,01,129E
57446,852509180.00,01,129E
57447,852518390.00,01,129E
57448,852527610.00,01,129E
57449,852536830.00,01,129E
57450,852546040.00,01,139E
57451,852555260.00,01,129E
57452,852564470.00,01,129E
57453,852573690.00,01,4A7F
57454,852582910.00,01,129E
57455,852592120.00,01,129E
57456,852601340.00,01,129E
57457,852605400.00,00,29E1
57458,852610560.00,01,129E
57459,852619810.00,01,129E
57460,852629020.00,01,129E
57461,852638240.00,01,129E
57462,852647450.00,01,129E
57463,852653300.00,00,29E1
57464,852656670.00,01,129E
57465,852665890.00,01,129E
57466,852675100.00,01,129F
57467,852684320.00,01,129E
57468,852693530.00,01,129E
57469,852702750.00,01,129E
57470,852711970.00,01,129E
57471,852721190.00,01,129F
57472,852730400.00,01,129E
57473,852739620.00,01,129E
57474,852748830.00,01,129E
57475,852758050.00,01,129E
57476,852767240.00,01,129E
57477,852776460.00,01,253C
57478,852785670.00,01,129E
57479,852794890.00,01,253C
57480,852804110.00,01,253C
57481,852813320.00,01,1A9E
57482,852816650.00,00,4F09
57483,852822540.00,01,253C
57484,852831750.00,01,129E
57485,852840970.00,01,129E
57486,852850190.00,01,253C
57487,852859400.00,01,129E
57488,852868620.00,01,129E
57489,852877840.00,01,253C
57490,852887050.00,01,129E
57491,852896270.00,01,129E
57492,852905490.00,01,253C
57493,852908370.00,00,129F
57494,852914680.00,01,129E
57495,852923890.00,01,129E
57496,852933110.00,01,129E
57497,852942330.00,01,129E
57498,852951550.00,01,129E
57499,852960760.00,01,179E
57500,852969980.00,01,129E
57501,852979190.00,01,129E
57502,852988410.00,01,129E
57503,852997630.00,01,129E
57504,853006840.00,01,129F
57505,853016060.00,01,129E
57506,853025270.00,01,129E
57507,853034490.00,01,129E
57508,853035860.00,00,01
57509,853043710.00,01,129E
57510,853051800.00,00,F129
57511,853052920.00,01,129E
57512,853062170.00,01,129E
57513,853071390.00,01,129E
57514,853080610.00,01,129E
57515,853089820.00,01,129E
57516,853091640.00,00,129
57517,853099040.00,01,129E
57518,853108250.00,01,129E
57519,853117470.00,01,129F
57520,853119530.00,00,129E
57521,853126690.00,01,129E
57522,853135900.00,01,129F
57523,853145120.00,01,129E
57524,853154330.00,01,129E
57525,853163550.00,01,129F
57526,853172770.00,01,129E
57527,853181990.00,01,129E
57528,853191200.00,01,129E
57529,853200420.00,01,129E
57530,853209610.00,01,253C
57531,853218830.00,01,253C
57532,853228040.00,01,129E
57533,853237260.00,01,253C
57534,853246470.00,01,129E
57535,853255080.00,00,53C2
57536,853255690.00,01,253C
57537,853264910.00,01,253C
57538,853274120.00,01,129E
57539,853283340.00,01,253C
57540,853292550.00,01,129E
57541,853301770.00,01,129E
57542,853310990.00,01,253C
57543,853320210.00,01,253C
57544,853329420.00,01,129E
57545,853330780.00,01,01
57546,853338640.00,01,253C
57547,853347850.00,01,129E
57548,853357330.00,01,253C
57549,853366540.00,01,253C
57550,853375760.00,01,253C
57551,853384970.00,01,129E
57552,853394190.00,01,129E
57553,853403410.00,01,253C
57554,853412630.00,01,253C
57555,853421840.00,01,129E
57556,853431060.00,01,253C
57557,853438440.00,00,94F
57558,853440270.00,01,129E
57559,853449490.00,01,253C
57560,853458710.00,01,129E
57561,853467920.00,01,129E
57562,853477140.00,01,253C
57563,853482260.00,00,4F09
57564,853486350.00,01,4A7E
57565,853495570.00,01,129E
57566,853504760.00,01,129E
57567,853513980.00,01,129E
57568,853523200.00,01,129E
57569,853532410.00,01,129E
57570,853541630.00,01,129E
57571,853550850.00,01,929E
57572,853560060.00,01,129E
57573,853569280.00,01,129E
57574,853578490.00,01,529E
57575,853587710.00,01,129E
57576,853596930.00,01,129E
57577,853606140.00,01,129E
57578,853615360.00,01,129E
57579,853624570.00,01,129E
57580,853633790.00,01,129E
57581,853643010.00,01,129E
57582,853652260.00,01,129E
57583,853661470.00,01,129E
57584,853670690.00,01,129E
57585,853679910.00,01,129E
57586,853689120.00,01,129F
57587,853698340.00,01,129E
57588,853707550.00,01,129E
57589,853716770.00,01,129E
57590,853725990.00,01,169E
57591,853735200.00,01,129E
57592,853744420.00,01,129E
57593,853753640.00,01,129E
57594,853762850.00,01,129E
57595,853772070.00,01,129E
57596,853781290.00,01,129E
57597,853790500.00,01,129E
57598,853799690.00,01,129E
57599,853808910.00,01,253C
57600,853818130.00,01,253C
57601,853827340.00,01,129E
57602,853836560.00,01,129E
57603,853845770.00,01,929E
57604,853854990.00,01,129E
57605,853864210.00,01,253C
57606,853873430.00,01,253C
57607,853882640.00,01,129E
57608,853891860.00,01,253C
57609,853901070.00,01,129E
57610,853910290.00,01,253C
57611,853919510.00,01,253C
57612,853928720.00,01,253C
57613,853937940.00,01,253C
57614,853947190.00,01,253C
57615,853956400.00,01,129E
57616,853965620.00,01,129E
57617,853974830.00,01,129E
57618,853984050.00,01,129E
57619,853993270.00,01,253C
57620,854002490.00,01,253C
57621,854011700.00,01,129E
57622,854020920.00,01,253C
57623,854030130.00,01,129E
57624,854039350.00,01,129E
57625,854048570.00,01,253C
57626,854057780.00,01,129E
57627,854067000.00,01,129E
57628,854076210.00,01,4A7E
57629,854085430.00,01,129E
57630,854088030.00,00,784A
57631,854094630.00,01,129E
57632,854096000.00,00,01
57633,854103840.00,01,129E
57634,854113060.00,01,129E
57635,854122270.00,01,129E
57636,854127870.00,00,129F
57637,854131490.00,01,129F
57638,854139820.00,00,129E
57639,854140710.00,01,129E
57640,854149920.00,01,129E
57641,854159140.00,01,129E
57642,854168350.00,01,129E
57643,854177570.00,01,129E
57644,854186790.00,01,129E
57645,854196010.00,01,129F
57646,854205220.00,01,129E
57647,854214440.00,01,129E
57648,854223650.00,01,129E
57649,854232870.00,01,129E
57650,854242060.00,01,129E
57651,854243500.00,00,02
57652,854251280.00,01,253C
57653,854260490.00,01,129E
57654,854269710.00,01,253C
57655,854278930.00,01,253C
57656,854288140.00,01,129E
57657,854297360.00,01,129E
57658,854306570.00,01,129E
57659,854315790.00,01,1A9E
57660,854325010.00,01,253C
57661,854334230.00,01,253C
57662,854343440.00,01,4A1E
57663,854352660.00,01,253C
57664,854361870.00,01,129E
57665,854371090.00,01,253C
57666,854380310.00,01,253C
57667,854389550.00,01,129E
57668,854398770.00,01,253C
57669,854407990.00,01,253C
57670,854417200.00,01,129E
57671,854426420.00,01,129E
57672,854435640.00,01,973C
57673,854444850.00,01,129E
57674,854454070.00,01,253C
57675,854463290.00,01,3D3C
57676,854472500.00,01,129E
57677,854481720.00,01,253C
57678,854490930.00,01,4A9E
57679,854500150.00,01,129E
57680,854509370.00,01,353C
57681,854518580.00,01,129E
57682,854527800.00,01,129E
57683,854536990.00,01,129E
57684,854546210.00,01,129E
57685,854555430.00,01,129E
57686,854564640.00,01,129E
57687,854573860.00,01,129E
57688,854583070.00,01,129E
57689,854592290.00,01,129F
57690,854601510.00,01,129E
57691,854610720.00,01,169F
57692,854619940.00,01,129E
57693,854629150.00,01,129E
57694,854638370.00,01,129E
57695,854647590.00,01,129E
57696,854656810.00,01,129E
57697,854666020.00,01,129E
57698,854675240.00,01,129E
57699,854684490.00,01,129E
57700,854693700.00,01,129F
57701,854693880.00,01,94F9
57702,854702920.00,01,129E
57703,854712130.00,01,129E
57704,854721350.00,01,129E
57705,854730570.00,01,529E
57706,854739780.00,01,129E
57707,854749000.00,01,129E
57708,854758220.00,01,169E
57709,854767430.00,01,129E
57710,854776650.00,01,129E
57711,854785870.00,01,129E
57712,854795080.00,01,129E
57713,854804300.00,01,129E
57714,854813510.00,01,129F
57715,854822730.00,01,129E
57716,854831920.00,01,129E
57717,854841140.00,01,253C
57718,854850350.00,01,129E
57719,854859570.00,01,253C
57720,854861220.00,00,25
57721,854868790.00,01,253C
57722,854878000.00,01,129E
57723,854887220.00,01,129E
57724,854896440.00,01,253C
57725,854905650.00,01,129E
57726,854914870.00,01,253C
57727,854924090.00,01,253C
57728,854933300.00,01,129E
57729,854942520.00,01,253C
57730,854951730.00,01,129E
57731,854960950.00,01,253C
57732,854970170.00,01,253C
57733,854979410.00,01,129E
57734,854988630.00,01,253C
57735,854997850.00,01,253C
57736,855000750.00,00,94F
57737,855007070.00,01,253C
57738,855016280.00,01,129E
57739,855025500.00,01,253C
57740,855034710.00,01,129E
57741,855043930.00,01,253C
57742,855052540.00,00,53C2
57743,855053150.00,01,253C
57744,855062360.00,01,129E
57745,855071580.00,01,129E
57746,855080790.00,01,4B9E
57747,855090010.00,01,129E
57748,855099230.00,01,253C
57749,855108450.00,01,253C
57750,855117660.00,01,129E
57751,855126850.00,01,129E
57752,855136070.00,01,129F
57753,855145290.00,01,129E
57754,855154500.00,01,129E
57755,855163720.00,01,129E
57756,855172930.00,01,129E
57757,855182150.00,01,129E
57758,855188000.00,00,29E1
57759,855191370.00,01,129E
57760,855200590.00,01,129E
57761,855209800.00,01,129E
57762,855219020.00,01,129E
57763,855228230.00,01,129E
57764,855237450.00,01,129E
57765,855246670.00,01,129E
57766,855255880.00,01,129E
57767,855265100.00,01,129E
57768,855274290.00,01,253C
57769,855283510.00,01,253C
57770,855283710.00,00,4F00
57771,855292720.00,01,129E
57772,855301940.00,01,129E
57773,855311150.00,01,129E
57774,855320370.00,01,529E
57775,855329590.00,01,253C
57776,855335510.00,00,53C2
57777,855338810.00,01,253C
57778,855348020.00,01,129E
57779,855357240.00,01,253C
57780,855366450.00,01,129E
57781,855375670.00,01,257C
57782,855384890.00,01,253C
57783,855394100.00,01,129E
57784,855403320.00,01,129E
57785,855412530.00,01,129E
57786,855421780.00,01,129E
57787,855431000.00,01,129E
57788,855440210.00,01,129E
57789,855449430.00,01,129E
57790,855458650.00,01,253C
57791,855467870.00,01,253C
57792,855477080.00,01,129E
57793,855483010.00,00,53C2
57794,855486300.00,01,253C
57795,855495510.00,01,469E
57796,855504730.00,01,253C
57797,855513950.00,01,253C
57798,855523160.00,01,12BE
57799,855532380.00,01,129E
57800,855541590.00,01,129E
57801,855550810.00,01,129E
57802,855560030.00,01,253C
57803,855569220.00,01,129E
57804,855578440.00,01,129E
57805,855587650.00,01,129E
57806,855596870.00,01,129F
57807,855606090.00,01,129E
57808,855610500.00,00,784A
57809,855615300.00,01,529F
57810,855618470.00,00,29E1
57811,855624520.00,01,129E
57812,855633730.00,01,129E
57813,855642950.00,01,129E
57814,855650340.00,00,129F
57815,855652170.00,01,129E
57816,855661390.00,01,129E
57817,855670600.00,01,129E
57818,855679820.00,01,129E
57819,855689030.00,01,129E
57820,855698250.00,01,129F
57821,855707470.00,01,129E
57822,855716710.00,01,129E
57823,855725930.00,01,129F
57824,855735150.00,01,129E
57825,855744360.00,01,129E
57826,855753580.00,01,129E
57827,855762800.00,01,529E
57828,855772010.00,01,129E
57829,855781230.00,01,129E
57830,855790450.00,01,129E
57831,855799660.00,01,129E
57832,855808880.00,01,129E
57833,855818090.00,01,129E
57834,855827310.00,01,129E
57835,855836530.00,01,129E
57836,855845740.00,01,129F
57837,855854960.00,01,129E
57838,855864150.00,01,253C
57839,855873370.00,01,253C
57840,855882580.00,01,129E
57841,855885490.00,00,94F
57842,855891800.00,01,129E
57843,855901020.00,01,253C
57844,855910230.00,01,129E
57845,855919450.00,01,253C
57846,855928670.00,01,253C
57847,855937880.00,01,499E
57848,855947100.00,01,253C
57849,855956310.00,01,129E
57850,855965530.00,01,129E
57851,855974750.00,01,253C
57852,855983960.00,01,129E
57853,855993180.00,01,129E
57854,856002400.00,01,253C
57855,856011650.00,01,253C
57856,856020860.00,01,253C
57857,856030080.00,01,253C
57858,856039290.00,01,129E
57859,856044950.00,00,94FD
57860,856048510.00,01,253C
57861,856057730.00,01,353C
57862,856066940.00,01,129E
57863,856076160.00,01,129E
57864,856085370.00,01,129E
57865,856092760.00,00,D4F
57866,856094590.00,01,129E
57867,856103810.00,01,253C
57868,856113020.00,01,129E
57869,856122240.00,01,129E
57870,856131460.00,01,253C
57871,856136580.00,00,4F09
57872,856140670.00,01,4A7E
57873,856149890.00,01,253C
57874,856159080.00,01,129F
57875,856168300.00,01,129E
57876,856177510.00,01,129E
57877,856186730.00,01,129E
57878,856195950.00,01,129E
57879,856205160.00,01,129E
57880,856214380.00,01,129E
57881,856223600.00,01,129E
57882,856232810.00,01,129E
57883,856242030.00,01,129E
57884,856248230.00,00,784A
57885,856251250.00,01,129E
57886,856260460.00,01,129E
57887,856269680.00,01,129E
57888,856278890.00,01,129E
57889,856288110.00,01,129F
57890,856297330.00,01,129E
57891,856306520.00,01,129E
57892,856315730.00,01,129E
57893,856324950.00,01,129E
57894,856334170.00,01,253C
57895,856343380.00,01,129E
57896,856352600.00,01,129E
57897,856361820.00,01,253C
57898,856371030.00,01,129E
57899,856380250.00,01,9D3C
57900,856383690.00,00,3C25
57901,856389470.00,01,253C
57902,856398680.00,01,129E
57903,856407900.00,01,253C
57904,856417110.00,01,129E
57905,856419550.00,00,4F09
57906,856426330.00,01,129E
57907,856435550.00,01,129E
57908,856444760.00,01,129E
57909,856454010.00,01,129E
57910,856463230.00,01,253C
57911,856472450.00,01,253C
57912,856475410.00,00,253C
57913,856481660.00,01,129E
57914,856490880.00,01,253C
57915,856500090.00,01,129E
57916,856509310.00,01,253C
57917,856518530.00,01,253C
57918,856523220.00,00,94F
57919,856527740.00,01,129E
57920,856536960.00,01,129E
57921,856546170.00,01,129E
57922,856555390.00,01,129E
57923,856564610.00,01,253C
57924,856567050.00,00,4F09
57925,856573820.00,01,129E
57926,856583040.00,01,253C
57927,856592260.00,01,253C
57928,856601450.00,01,129E
57929,856610670.00,01,129E
57930,856619880.00,01,129F
57931,856629100.00,01,129E
57932,856638310.00,01,129E
57933,856647530.00,01,129E
57934,856656750.00,01,129E
57935,856665970.00,01,129E
57936,856675180.00,01,129E
57937,856684400.00,01,129E
57938,856693610.00,01,129E
57939,856702830.00,01,129E
57940,856712050.00,01,129E
57941,856721260.00,01,129F
57942,856730480.00,01,129E
57943,856739690.00,01,129E
57944,856748940.00,01,129E
57945,856758160.00,01,129E
57946,856767370.00,01,129E
57947,856776590.00,01,129E
57948,856785810.00,01,129E
57949,856795030.00,01,129E
57950,856804240.00,01,129E
57951,856813460.00,01,129E
57952,856822670.00,01,139E
57953,856831890.00,01,129F
57954,856841110.00,01,129E
57955,856850320.00,01,129F
57956,856859540.00,01,129E
57957,856868750.00,01,129E
57958,856877970.00,01,129E
57959,856887190.00,01,129E
57960,856896380.00,01,129E
57961,856897820.00,00,02
57962,856905590.00,01,129E
57963,856914810.00,01,129E
57964,856921720.00,00,4F09
57965,856924030.00,01,253C
57966,856933250.00,01,253C
57967,856942460.00,01,129E
57968,856951680.00,01,253C
57969,856960890.00,01,129E
57970,856970110.00,01,1E9E
57971,856979330.00,01,253C
57972,856988540.00,01,129E
57973,856997760.00,01,129E
57974,857006970.00,01,129E
57975,857016190.00,01,129E
57976,857025410.00,01,129E
57977,857034630.00,01,253C
57978,857043870.00,01,129E
57979,857045320.00,00,02
57980,857053090.00,01,129E
57981,857053290.00,00,94F0
57982,857062310.00,01,253C
57983,857069220.00,00,4F09
57984,857071520.00,01,129E
57985,857080740.00,01,253C
57986,857089950.00,01,529E
57987,857099170.00,01,129E
57988,857108390.00,01,253C
57989,857117600.00,01,129E
57990,857126820.00,01,129E
57991,857136040.00,01,253C
57992,857145250.00,01,12BE
57993,857152890.00,00,29E1
57994,857154470.00,01,253C
57995,857163690.00,01,253C
57996,857172900.00,01,129E
57997,857182120.00,01,253C
57998,857191310.00,01,129E
57999,857200530.00,01,129E
58000,857200700.00,00,94F1
58001,857209740.00,01,129E
58002,857212650.00,00,129F
58003,857218960.00,01,129E
58004,857228180.00,01,129E
58005,857237390.00,01,129E
58006,857246610.00,01,129E
58007,857255830.00,01,129E
58008,857265040.00,01,129F
58009,857274260.00,01,129E
58010,857283470.00,01,129E
58011,857292690.00,01,4E7F
58012,857301910.00,01,129E
58013,857311120.00,01,129E
58014,857320340.00,01,129E
58015,857329560.00,01,129E
58016,857338750.00,01,253C
58017,857347960.00,01,129E
58018,857352190.00,00,4F09
58019,857357180.00,01,499E
58020,857366400.00,01,253C
58021,857375610.00,01,129E
58022,857384830.00,01,253C
58023,857394050.00,01,253C
58024,857403260.00,01,129E
58025,857407960.00,00,94F
58026,857412480.00,01,129E
58027,857421690.00,01,129E
58028,857430910.00,01,253C
58029,857440130.00,01,253C
58030,857449340.00,01,129E
58031,857458560.00,01,129E
58032,857467780.00,02,253C
58033,857476990.00,01,129E
58034,857486240.00,01,129E
58035,857495460.00,01,253C
58036,857499690.00,00,4F09
58037,857504670.00,01,129E
58038,857513890.00,01,253C
58039,857523110.00,01,253C
58040,857532320.00,01,129E
58041,857541540.00,01,129E
58042,857550750.00,01,129E
58043,857559970.00,01,129E
58044,857569190.00,01,253C
58045,857578400.00,01,129E
58046,857587620.00,01,129E
58047,857596840.00,01,253C
58048,857606050.00,01,129E
58049,857615270.00,01,253C
58050,857624490.00,01,253C
